"comment","user_id"
"Looking so so so cute","830"
"I love it","4"
"So nice song and you","616"
"I love you v😎😎😎😎😎","514"
"Nice V","550"
"ILo","943"
"My 😍😍😍😍😍","602"
"I love you","270"
"Nice","921"
"Cute ❤️❤️❤️👄👄👄♥️♥️♥️♥️♥️💋💋","729"
"It's right","624"
"Nice baby","800"
"Bolof","330"
"Bolod","257"
"the classic: *this game is jungkook's fan!!*","758"
"Kookiiiiiiii 💜","115"
"BTS ARMYYYYYY 💜","924"
"Oh my bro","102"
"ارمي بليز رائيكم لانه كتيير بهمني 😊❤❤","460"
"واوووووووو 🤩 رائع مثلك 😇 ❤️ ممكن ترسمي جيهوب 😊","854"
"ما شاء الله الفن حلو كلش حياتي استمري","761"
"روووعه","279"
"تجنن 😭😭💜","313"
"فنانةةةة😭💜","291"
"رائع جداً استمري 🥰🥰🥰🥰🥰🥰🥰🥰","412"
"الروعة +الابداع+الفخامة=Bts. Suga.7","237"
"تجنننننن مبدعه حياتي 🥰🥰🥰","957"
"تجنن👏👏😭😭😭😊","973"
"يجنن حلو استمري رسمك حلو 😍😍😳😳","246"
"واو حلو استمري رسمك كتير حلو","839"
"يجنن😍😍❤","806"
"تجنننن الرسمه","546"
"يجنننننن","950"
"واو بجنن رسمك كثير حلو","203"
"حلو","828"
"كتير كيوت و حلو","643"
"لوف يو","568"
"حلو اكتير","325"
"وااااااااااااااو رووووووووووووعه","528"
"واووووووو","607"
"رسمك واوووو😘  اسفه عالتأخير","629"
"رسمتك Cooool  .بس الاغنية مش لايقة بيها","452"
"1:29 Jin did not just do suga like that 😭🖐🏻","218"
"rm: i sing beautiful songs ❤️ jimin: oh no no😫","349"
"Angels roasting be heavenly :0","704"
"8:55 I just realized jiminie was on Tae tae's lap","739"
"5:40 was amazing 😂😂😂😂😂❤️❤️❤️","245"
"2:29 and 2:35 powerful walk by Jiminieee 😂😂😂","886"
"0:20 taekook forever ❤️","201"
"""I love Jimin","72"
"Suga is so calm every time Love it","116"
"""Aww","265"
"So cute 😍 💜️💜️💜️💜️❤️","225"
"Ultimate betrayal as well😂😂","391"
"So Cute 💜💜","493"
"So cute ❤❤","867"
"Jungook and V are so cute","879"
"3:54- 4:04 i died laughing 😂😂","753"
"my jan vkook l love you v l very love you","304"
"1:46 Jinkook in sync without realising it","469"
"Love you from Pakistan 🇵🇰 💕💕","355"
"""So hilarious","325"
"""Jimin roasting JHopwe on his wiping","860"
"""I swear if anyone puts this video on twitter","733"
"Taeyhung explaining why he laugh at rm..so cute..","657"
"llove you bts 😭💜💜💜🙌🤝","230"
"6:11 which shpw/ep is that clip from  !","338"
"LOVE you BTS","571"
"BTS is so cute and funny 💜💜💜","682"
"expectation: at least 50% yoonmin lol","209"
"1:48 Was 😁😁 2 :29 The jimin ver was 😁😁😁","315"
"BTS makes my day💗💗💗","187"
"""""""Beautiful songs""""  """"No","572"
"Omg where is clip 0:43-0:53 from? Thank you 💜💜","261"
"""@6:46 Aah Yoooonnggggiiiiiiiii yaaa","620"
"They are so cute and funny  Love them all","462"
"""They're so fact","665"
"1:22 where can i watch that full episode?","819"
"The ugly face of Jin was hilarious","67"
"3:09 I DIDN'T SEE THAT COMING 😂🤣","326"
"Amazing 😂😘","154"
"Love you from Kerala","41"
"7:28 this look 🌟🌟","492"
"Jin as always wkwk","722"
"I LOVE BTS💜💜💜💜💜💜💜💜💜💜","853"
"Omg nice ❤","893"
"7:24 where can I find full video? Thank you","800"
"""I am sorry","525"
"Sanay na ako😂 labas PH Army. Buhay pa ako😂","118"
"7:32 where can I watch full video..?🌸💜","311"
"Very nice vid!","491"
"😂😂😂😂😂💜","459"
"Hermosos todos 😍","703"
"7:05 ....when was this??? 😂😂😂","362"
"cute  beautiful","318"
"😂😂😂😂","200"
"I don't know what to say.","891"
"🥰🥰🥰🥰😍😍😍😍","493"
"there is mostly jin","410"
"""Suga: Sorry mom","253"
"""""""There is literally an explosion! That is DOPE","145"
"""He said Blood sweat and tear","766"
"""""""This boy is hip hop"""" Yeah that's Rap Monster""","314"
"""""""These boys are hip hop!"""" YES THEY ARE","641"
"""More BTS -  “ON” Kinetic Manifesto: Come Prima","295"
"""""""7","607"
"""Jhope (1.Rapper) rides the rhythm","382"
"Joke and Do you by RM (from BTS)","406"
"""The guy who drops the mic","741"
"RM😭💔❤😝😍🔥💪👌👍👏","516"
"""1234567","404"
"""BTS are an incredibly talented group. They sing","66"
"RM is perfect 💜💜","673"
"""""""man that is a big group""""  me: laughs in nct","82"
"""""""1","973"
"""How many of them are there? 1","887"
"""if something rap then ","47"
"""Rap song for bts ?  Shadow  Cypher 1","663"
"""""""how many of them are there? 1","839"
"React to Rapmon: Persona.","116"
"""Fun fact BTS used to be a hip hop group","58"
"""DAECHWITA BY BTS SUGA AKA AUGUST D. PROMISE","413"
"""Suga's """"미안해","203"
"""If you are gonna be reacting to more BTS","71"
"""1","482"
"""Frickin love your reaction","301"
"""RM - Joke","202"
"""BTS IS A CULTURAL RESET...  CYPHERS","397"
"""""""Minimal refilling","693"
"""Just one line to the haters","608"
"""“It’s ok if you don’t like us ","922"
"Female yoongi 💜💜💜💜💜💜💜","622"
"World most handsome man Kim taeyung 💜💜","358"
"""Haters Gonna Hate","545"
"""If you don't like someone","730"
"""Players gone to play🔥🔥","594"
"""Hater's bhaad me jaaye 🙂","228"
"""we don't see their looks or personality","348"
"Damn she is legit female yoongi 💜🔥💜🔥","225"
"""""""KĪLL Them with a Success","404"
"""We love teakook","397"
"""What suga","268"
"7:04 awesome 😎😎😎 I purple you armies 💜💜💜💜","161"
"salute you 🙋‍♀️#BTSARMY4EVER 💜💜","775"
"Who else love bts and blackpink ⬇️","548"
"One word KHATARNAAK girl👏👏🤣😄","20"
"Thank you for support Bts💜💜💜💜💜 I purple you","118"
"Haters gonna hate players gonna play - RM 💜","497"
"""*No one's born ugly","225"
"""""""My haters are like Monday ","828"
"Armys Borahae 💜💜💜","760"
"""7:33","212"
"My respect for Devika 📶📶📶📶📶📶","41"
"Bts haters have nothing to do in their life💁‍♀️","934"
"1:25 I can identify them by seeing their shadow","92"
"You're too good ARMY 💜💜","596"
"Bts are legend💜","284"
"I purple you ARMY and BTS💜💜💜💜","567"
"""Everything has got some blame","786"
"""Its ok if y dont like us ","291"
"""No one is born ugly","617"
"This is the power of army 💜","908"
"""No matter who are you","63"
"i purple you bts 💜","434"
"PART 1. HERE ➡️➡️ https://youtu.be/N9ITs3NvPsY","475"
"V the king of extra acting","540"
"6:23 argggghhhh 😭❤","889"
"""The music video was good and funny","506"
"""When i see this","287"
"i love jimin it is funny","461"
"Came here after your notification.","140"
"Jaunkook 💖💖😍😍😍nice i❤️you","848"
"14:08 joongkook agry","249"
"I am jelous 🙂💔","849"
"Mmmmm 😍😍 I'm in love 😁💜","581"
"annyong haseo bangtan soyoendan😘😘😘😘","738"
"العرب اثبتو وجودكم 😎","381"
"Omg l love this 🥰😇❤❤❤😳😳","817"
"YaaasRJ😅😂🤣","72"
"😑😭💔","32"
"Awesome 👍","75"
"🙂💔💔💔","492"
"💔🙂🙃","858"
"3:04","161"
"3:11 v is funny ahahahaha😂😂😂😂😂😂","607"
"""Disini  bahasanya gxugshikk","746"
"🤣🤣🤣🤣🤣","965"
"🤣🤣🤣🤣🤣🤣🤣","125"
"🤣🤣🤣🤣🤣🤣🤣🤣🤣","657"
"泣いた。","659"
"Hii🖤","437"
"😭😭😭😭😭😭","176"
"What songs are the ones on here? I feel dumb lol","149"
"😭😭😭❤️🤝❤️ love you❤️❤️❤️😭😭😭😭❤️❤️❤️❤️","246"
"IM WAITING","332"
"Karena","491"
"ارمي عربيه🥺🇮🇶💜💜","431"
"😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍","802"
"V is so funny 😁😁","946"
"Where is the Clip at 0:40 from??","901"
"0:40 where is the clip from","778"
"I was severely embarrassed watching this","154"
"I like sana","338"
"FATY","164"
"plese tell me the mv name","441"
"Vaery nice song 😁😁👍","124"
"2:10 clip is from","947"
"Music   pleases ?? YOU","614"
"I am not well 😣","798"
"3:40 who’s the girl?","609"
"BTS pavam","818"
"3:4 don't meet junkoog","932"
"0:40 how is that girl?maybe you what is her name?","445"
"""Ape cantek nya coba -_-""""""","895"
"Im mad now","59"
"0:42 what MV is this?","802"
"Im jealous💔💔💔💔💔💔😭😭😭😭😭😭😭😭","755"
"Aku suka sama jungkook karena jungkook lucu","569"
"Ok","565"
"Lleganda","452"
"Aku suka sama jungkook","23"
"I m jealous😕😕😠😠","973"
"No way","356"
"Nooooooo😡","699"
"Siyah twnli kadınlara gıcık kapanlar beğeni","664"
"البنات يقهرن مرهههههههه","610"
"Bts with other girl on way only with blackpink","439"
"East or west Bts is the best","273"
"""""""Seeing hyungs having hard time","927"
"Everyone is first until they refresh their page","404"
"JUNGKOOK IS SOOOOOO CUTE AND HANDSOME","825"
"he is a manifestation of all of their characters","495"
"""I wish i can be like jungkook ","861"
"Jungkook loves his members like his parents","224"
"""""""Jungkook"""" - Mentored by the """"Superstars""""","676"
"""this made me cry","834"
"Adorable kook kee...🤗🤗🤗","453"
"""No views","795"
"""I went to the concert and what I heard about v","815"
"Kookie......💜💜💜💜💜💜","400"
"Even when he is old he is still our baby maknae","933"
"Loved you Jungkook 💖💖","829"
"I love jungkook 🥺💜💜💜","176"
"Our golden maknae *JUNGKOOK*","445"
"Thank you💜💜💜💜💜Jungkook is so angel💜💜💜💜💜","966"
"all of his hyungs helped him in different ways <3","407"
"Best maknae ever💜","172"
"""JK is so adorable","98"
"""I didn't know that the baby Kookoo is me now","58"
"If you have friends like that... lucky 💜💜💜","307"
"Jungkook is so lucky enough to have them","242"
"""oh my god","225"
"JK😙💖💖💖💖💜💜💜","697"
"They are THE BEST HYUNG'S EVER 💜💜💜💜💜💜💜👍","918"
"""Oooohhhh .. So","34"
"""When kookie wanted to leave Jin stopped him","783"
"JK is so lucky 😊 😊😊😊","823"
"I'm selfish  too  . But  bts  changed  me 💜💜","766"
"He's SO precious 🤧 💖 PROTECT HIM AT ALL COST","563"
"Purple you 💜💜💜💜","93"
"5th 💜💜","698"
"""오빠","560"
"""When I was about to cry","882"
"Bts brotherhood is so amazing and inspiring","354"
"JJK!!!!!!!!!!!💜💜💜💜💜💜","670"
"BTS Rocks as they are legends.","731"
"He was shy in past .....And now you know army😁😂","673"
"""He was never selfish for us","399"
"Otsukare: National Anthem of Sope Nation","9"
"this is the most iconic song to exist!!","384"
"O dear I clicked it as fast as I can 😂","31"
"""SOPE is so multi-talented. They can dance","87"
"THIS PERFORMANCE OF SOPE IS ICONIC","693"
"""Thank goodness","345"
"I seriously need more of vocalist jhope😭","39"
"""Haha yes","926"
"""Awwwww","873"
"SUGA + J-HOPE = SOPE 💜","570"
"""Please reaction to """"Jimin- Serendipity""""💞💞""","902"
"Lmaoo Yoongi in sope hits different","83"
"""Idk if you guys know this","790"
"Okay Familia posted... My homework can wait.","15"
"They are the most adorable duo haha","364"
"Yoongi is so adorable","72"
"""Now Rocky has his own glasses too","799"
"Even there is a ot7 performance of this song❤","365"
"that’s a SoPe National anthem💜.","344"
"It will forever remain iconic—","172"
"""First time this fast","191"
"OT7 Otsukare performance letsgoo","766"
"SOPE's National Anthem!💜🌟","528"
"Otsukare performance is ✨untouchable✨","804"
"J hopeeeee i love you","610"
"SOPE SOPE SOPE MY FAVE DUO 🥺","614"
"""Performance I love this ver much","913"
"""yay","735"
"""I'm so happy you finally reacted to it","14"
"""“If you want to love others","597"
"Yes I smiled by myself while watching this","421"
"Jimin and junkook are sooooo cute","716"
"How Many army fans are ????? 👇","793"
"""Verlos feliz ","47"
"*fun fact: everyone died due to jungkook's hair.*","11"
"l love you Jin","450"
"""Jungkook with long hair is beautiful","419"
"No se cansan de ser tan PERFECTOS.","48"
"나는 그들을 사랑합니다 💜 그들은 최고입니다 💜","370"
"Bu akşam stream kasmayııı unutmayın armycikler💜","97"
"No one gonna talk about mullet Jungkook? Im moved","648"
"فانز الجميع اثبتو وجودكم💜💜💜","794"
"I love RM","95"
"one word: _perfection_","416"
"Did anyone notice Tae’s adorable face? ☺️","233"
"this is a true winter bear memory","399"
"""When it showed Jungkook lighting a match","909"
"""BTS is not trying to be HANDSOME","730"
"jimin과 j-k는 최고이자 위대한 sengers입니다.❣️","581"
"Jhope es tiernooo❤","968"
"Everyone care our suga😊😊","601"
"YOONGI IS SO CUTE AND TINYY >:{","84"
"""They r really enjoying","189"
"""BTS doesn't realize this","470"
"0:47  Jimin  is looking like an angel","662"
"Feliz cumpleaños Jhope 😋","635"
"They all are looking like a tidy bear..🐻😁💜","831"
"OMG BEAUTIFUL","690"
"""I swear I watch this video everyday","871"
"""Like an echo in the forest","654"
"""OMG jungkook's hair he's so so so hot","366"
"J hooooooooooope❤️❤️❤️","395"
"Bts thanks for everything 💜☄️🇩🇿","726"
"Jimin is cute","392"
"""Life goes on: On my pillow","15"
"Yoongi is back💜💜","702"
"BTS: Artist Job: Singer Haters: 0 Fans 👇🏻","756"
"I love you very much BTS","47"
"I love you Jimin Cute and very cute","517"
"نحن ارمي مغربي نحبكم كتيرا","903"
"I will cry now༎ຶ‿༎ຶ","887"
"BTS : acting normal   Me: Dies....","986"
"ILOVE Jimin ❤️❤️","932"
"""*Army","809"
"Oh jiminie💜💜💜","323"
"""Bangantv doesn’t realize this","515"
"J-HOPE","337"
"Love BTS💚💚💚❤❤❤❤💓💓💓💕💕💕💖💖💖","138"
"Jhope","45"
"""Forever With BTS ","425"
"Taehyung is so so so so adorable💘","275"
"Jiminnaaaaa❤️❤️","238"
"Our hearts of armys In love can't take it","962"
"MY GOBLIN💜","768"
"I LOVE YOU BTS","612"
"Чимина я люблю тебя💜💜💜💑💏🇰🇷","810"
"HOW MANY INTERNATIONAL ARMYS Fans are here?  👇","517"
"Love  you  J hope 💜💜💜💜","445"
"0:28 look at Tea how cute he is looking 😘🥺💜","337"
"""🇮🇶내가 그들을 얼마나 사랑하는지","442"
"""Jin's way to solve everything","341"
"""V : calm","662"
"""TAEHYUNGS HAIR I CANT 🥵 AND THE HEADBAND","255"
"""“don’t whine before you try","430"
"10:54 v is so kind and an adorable human being","182"
"""Taehyung's character","921"
"Istg Taehyung is the definition of CHILL","152"
"""Taehyung : """"I'll erase it ","261"
"Taes voice so soft and delicate omg","793"
"""Jungkook and Jimin is leading the game","610"
"""Taehyung is so kind ","896"
"""Really No One is talking about our Kookie JK","37"
"""Jimin and jungkook ste so competitive","41"
"Tae’s struggle with roulette is so cute😂","830"
"No one Taehyung's hair be like 🍜","377"
"TAE is looking so cute in PINK clothes","762"
"Taehyung is really funny","487"
"“NAMJOON IM THE MAN TOO!”  Everyone: YES","876"
"""Taehyung oppa is so humble ","484"
"aww taehyung is so cute","396"
"Jin hyung and Suga hyung he’s so cute🥰","594"
"jimin hula hooping will never leave my mind now","600"
"36:37 good bum namjoon lol","948"
"""Nobody: Namjoon to himself: """"Namjoon","385"
"Yoongi: HOBA Me: *dies out of cuteness*","726"
"""""""if Jin can't go home","955"
"""2:00 So","158"
"""sir— THAT KIM TAEHYUNG OVER THERE","199"
"""I don’t think Tae has a single ugly photo","610"
"Please LIKE & SUBSCRIBE 💜","129"
"06:19 Jimin killed me. Help","63"
"""I get goose bumps just by watching them","579"
"10:49 V’s charisma... insane.","1"
"4:31 jin walk while singing is so gentle and sexy","682"
"6:20 Jimin... you'll end my life 😍😍🤩🤩","476"
"3:03 everybody say *THANK YOU JUNGKOOK*","450"
"6:17 Jimin's part will always hit hard 💜👏","178"
"11:35 taetae","669"
"Jimin is amazing","468"
"9:51 jhope killed my freaking existence","14"
"7:26 Hobi's hands are so beautiful 😏","407"
"11:19 Jimin is just insane with his raspy voice.","398"
"Jimin’s stage presence is no joke!!!","915"
"Jimin killing it every dayum time.. Darn hot","519"
"0:14 jimin 😂😂","418"
"""""""V"""" MashaAllah 💜💜💜💜""","110"
"TAE too beautiful","886"
"V can u stop make my heart go like bom bom🥺😔","569"
"My heart belongs to this angel 🥺 6:19","530"
"I miss their concert like this.","193"
"9:27 Did anyone noticed his thumb...?😲😄😘","978"
"""J-hope was so cute at the beginning","558"
"""What jimin said was """"hey minna","428"
"""I can’t stop looking at Hobi","931"
"I didn’t remember j-hope was that fluent 😳😳","985"
"KING TAEHYUNG 🔥🔥🔥","811"
"The live band is amazing","185"
"Jin and Tae at 10:53 make my heart melt 😭😭😭","871"
"why no one is talking about suga?😳🔥 1:51","116"
"""Jk: """"I gotta make it right baby"""" 🔥""","450"
"Jiminie💜","58"
"3:03","682"
"6:19   جيمين ابدع من غير ما يغني حتى🤗💜💜","49"
"I love J-Hope speaking Japanese. It's so sexy 😍","638"
"J hope 🔥🔥🔥🔥❤️❤️❤️","510"
"""This is what connects us","547"
"""I have never seen such a spectacular performance","576"
"I adore that suga...his energy oh Lord !!♥️👀☠️","460"
"12 minutes of Hobi bias wrecking me","67"
"""ANOTHER REASON WHY COVID MUST END","700"
"Jhooopeee","359"
"Suga is literally fire! 😍","163"
"""I cant speak korean","234"
"*DUDE!! THEIR ENERGY IS NO JOKEEE!! 🤯🤯*","211"
"""Hobi looks like a rockstar","768"
"HOSEOK GAH DAMNNNNNNN 😩😩😩 my biasss","590"
"❤❤❤Jimin & Suga❤❤❤","217"
"""I love this pretty young guys","403"
"""This performance is just something else","516"
"My dream is to watch them live 🥺🥺😭","910"
"""Jin : stoooppp!!!!  Jungkook","799"
"At this point Jin’s patience is non-existent 😂","291"
"""‘Hey","814"
"Nobody irritate jin more then maknae line do 😂","830"
"""Because Jin’s the coolest","858"
"When JIN is angry he is the BEST RAPPER !","758"
"""The way J-hope","407"
"Justice for Jinnie😔","515"
"Seokjin is the *BEST HYUNG* Ever...","66"
"the one dislike is from Jin himself","505"
"Seokjin is the *BEST HYUNG* Ever...","939"
"7:42 so they’re all so freaking cute","830"
"""AS the oldest Brother","425"
"""Sis","864"
"They love jin so much it's so sweet","229"
"""6:52 me too Jungkookie","379"
"1:08 OK BUT---V'S VOICE😍💜","722"
"Notice how almost all of these are jungkook.","522"
"""I love when Jin gets angry ","923"
"Is like me testing my moms patience😂","98"
"Stob it will forever be iconic😂","817"
"""Jin is so talented","812"
"Jin!","584"
"""Jungkook is really testing his patience","102"
"""JK: This year is almost over","376"
"Jin has the cutest scream","83"
"jin be like  I said applause not poke me","234"
"""And the fourth rapper of BTS has been announced","922"
"""3:14 someone does that on me and I look horrible","872"
"First time I was that early🤠💜","625"
"Even suga tests his patience and it’s so funny 🤣","739"
"i love him sm :)","210"
"My jinnoooo is the bestest...... Ultimate bias","235"
"That 1 dislike is from Jin.","797"
"So funny when jin mad angry 😂😂😂😂","351"
"""7:40 reminds me of Jin just being a dad","5"
"Rapper Jin is back 1:30","578"
"""Jimin: Hyung... we're all you've got","848"
"""Jin is cute a handsome","329"
"Who loves WORLD WIDE HANDSOME JIN 👇💜","640"
"""Jin is like a friend ","146"
"""How can someone be this perfect? He is caring","158"
"Jin is literally the best hyung ever ☺💜💜","365"
"""8:00 I always say that and I repeat","876"
"The best hyung in k-pop world 🥺🤧💜💜💜","465"
"""Jin ","462"
"""One day","698"
"Seokjin is the *BEST HYUNG* Ever...","459"
"""I will say this once again","586"
"""🌿 Jin has always been """" the Dad""""...""","791"
"""BTS you all are so cute ","495"
"This is so cute 🥰🥰💜💜💜","994"
"Ichini kochini Seokjinnie.... #jinhyung","517"
"I am first 0:11 Jin so cute with birthday cap🥺.","385"
"Seokjin is the *BEST HYUNG* Ever...","170"
".Who loves WORLD WIDE HANDSOME JIN💜🥀🥀","208"
"that's the reason that he is my Bias 😉😍😍😍😍","984"
"""Jin","729"
"FAKE MAKNAE : KIM SEOK JIN 😁","431"
"that “Pls use BTS to love ur self” 🥺💓","352"
"My fav words of jin saying World Wide Handsome","48"
"""His the elder brother for the other bts","242"
"""Me first No views","673"
"Saranghae world wide handsome 💜","763"
"Everyone needs a jin their life😭💜","534"
"Jin is awesome..Always taking care of his guys.","219"
"Jin we all love you 💜💜","729"
"Jin is really caring & awesome too 😉","583"
"CUTEEEE.......","856"
"""Jin: Armys call me Eomma","961"
"Jin is a kind and inocent soul🥺🥺🥺","723"
"Our one and only Seokjin. 💜","257"
"""Jk: três","561"
"He is the best person I ever meet in my life.","178"
"""""""THE BEST """" mono esse é o brasil q eu quero""","103"
"Jungkook se estresó con las botellas😂😂","701"
"""Yo estaba """"lpm","295"
"No les pasa que ✨Aishh✨","292"
"""Banda","27"
"El namjoon siempre destruyendolo todo 3:57","130"
"36:09 Jungkook y jimin ya fallecieron? ? XD","82"
"23:22 puedo verlo toda mi vidaa.","379"
"Omg la voz de nam en el 35:45   😳","244"
"Yoongi  malísimo en todo🤣🤣🤣","93"
"""Ahhh que emoción","619"
"""33:40 se escucha a suga decir """"PORONGA"""" 😂😂""","614"
"1:34 la risa de hobiii😍","106"
"36:30 jamás imagine ver a Nam así 👁️👄👁️","753"
"""Baby Jimin emocionado diciéndole a Hobi """"huyng ","983"
"""Gracias por la traducción","59"
"""Tae con el cabello rizado y una bandita","583"
"""Sentí pena por suga","365"
"Jin subiéndose a la mesa: RM: vayamos a ver xdxd.","241"
"Yoongi todo frustrado da ternura :3","621"
"""Gracias por la traducción","956"
"""X: _Che","242"
"""*2:09* _J-Hope","167"
"24:00 pobre de JIN hay q tener paciencia!","29"
"Valió la pena la desvelada como siempre 💛✨","562"
"""20:07 OMG me encantó el grito de yoongi ","158"
"""En este Run todos me mataron de la ternura","301"
"""Camisetas jikook","346"
"0:26 ahí en la esquinita sale Tobin 💜","562"
"Los gritos sexyssss de sugaaa AHHHHHHHHHH.","503"
"Yoongi haciendo berrinches es mi nueva religión","917"
"""Los que le dieron dislike","23"
"""Yo- No se vayan","68"
"""Vuelvan a la realidad","93"
"Bueno me voy a llorar con permiso","824"
"""Se*","297"
"Nunca los voy a olvidar porque cambiaron mi vida","636"
"""Con permiso","532"
"""BTS ha marcado un inicio","981"
"""Aunque se separen nunca olvidaré las sonrisas","215"
"""Y como chingados no quieren que llore","48"
"""Es triste pero real","89"
"""Yo no lloraré","612"
"""Este es uno de los vídeos más tristes sobre bts","182"
"Éstoy llorando😭😭😭😭","216"
"""Yo","134"
"""Empecé hace muy poco a admirarlos","826"
"""Algún día nos tendremos que separar BTS Y ARMY","707"
"No estoy Lista..- ese dia Voy a llorar mucho","736"
"Sonu müq","224"
"Bune lan jsjjdbs","352"
"Bunun part 2'si gelmesi lazim","522"
"O VENTILADOR ESTRAGOU O MEU VÍDEO :'^","355"
"Eu de Taehyung: o cara da pizza já chego??","135"
"""O vídeo está ótimo✨ amg","167"
"AWWHHH ISSO TA PERFEITO SUA INCRÍVEL RAINHA♡","520"
"Perfeição 😔✋","36"
"CHEGUEIIIII!!PERFEITOOOOO!!KK👁️👄👁️💅","178"
"MAIS Q PERFEITO?","968"
"TAEHYUNG INDIRETAS","749"
"PERFEIÇÃO KKKKKKKKK","914"
"_Mal assistir e já ameii_  _ta muito bom kei_ 💖","281"
"Perfeita a ligação","696"
"💜Ameiiiii tá perfeito kkkkkkk ^^💜","225"
"Primeira ❤","79"
"Kkkkkkkkkkkkkk ficou muito bom e tu sumiu ;-;","838"
"💖💖💖","218"
"Ameiii","192"
"Ameii","835"
"O pensamento on só se faz no computador né?","494"
"Hay chegueiiii","421"
"Oiiiiiiiiiiii","17"
"Kkk amei😁","551"
"Finalmente eu cheguei cedo","107"
"Kkkk","708"
"1171567","498"
"1171567","989"
"1171567","3"
"1171567","416"
"1171567","99"
"1171567","442"
"1171567","123"
"1171567","993"
"1171567","609"
"1171567","61"
"1171567","493"
"1171567","795"
"1171567","615"
"1171567","683"
"1171567","502"
"1171567","644"
"1171567","418"
"1171567","972"
"1171567","792"
"1171567","80"
"1171567","273"
"1171567","538"
"1171567","365"
"1171567","254"
"1171567","610"
"1171567","214"
"1171567","280"
"1171567","18"
"1171567","242"
"1171567","838"
"1171567","886"
"1171567","905"
"1171567","258"
"1171567","738"
"1171567","20"
"1171567","907"
"1171567","796"
"1171567","864"
"1171567","262"
"1171567","612"
"1171567","105"
"1171567","441"
"1171567","464"
"1171567","563"
"1171567","344"
"1171567","829"
"1171567","946"
"1171567","443"
"1171567","422"
"1171567","263"
"1171567","439"
"1171567","988"
"1171567","710"
"1171567","9"
"1171567","643"
"1171567","411"
"1171567","887"
"1171567","542"
"1171567","444"
"1171567","424"
"1171567","306"
"1171567","282"
"1171567","240"
"1171567","919"
"1171567","231"
"1171567","502"
"1171567","553"
"1171567","725"
"1171567","988"
"1171567","97"
"1171567","61"
"1171567","871"
"1171567","603"
"1171567","990"
"1171567","459"
"1171567","267"
"1171567","744"
"1171567","88"
"1171567","137"
"1171567","719"
"1171567","901"
"1171567","866"
"1171567","430"
"1171567","789"
"1171567","524"
"1171567","875"
"1171567","372"
"1171567","46"
"1171567","513"
"1171567","646"
"1171567","229"
"1171567","916"
"1171567","831"
"1171567","786"
"1171567","780"
"1171567","485"
"1171567","216"
"1171567","298"
"1171567","275"
"1171567","246"
"""Большое спасибо за озвучку! Хочу сказать","921"
"""Другие студии : идите домой","206"
"""бедные дети","192"
"""*— покажите фото?* *— это как старый компьютер","316"
"""хочется обнять Юнги","584"
"ТЭХЁН с кудряшками - удар ниже пояса !!!","241"
"""*Хоби и Тэ даже в этих мемных футболках","177"
"""Боже","188"
"""Ирония в том","439"
"""Все мы немного Шуга в школе на физре 😂😂 хорошо","263"
"""Вывод: Чонгук хорош во всём","335"
"""Джин с пинг-понгом: Намджун","807"
"""Ахаха","105"
"""Честно","661"
"""Господи","613"
"""ЕМАЕ ТЭХЕН НЕ СМОТРИ ТАК НА НАС","824"
"""боже","917"
"""Спасибо за настроение","229"
"""Прошло только 5 минут","598"
"""Чонгуки","411"
"""35:36 Джин: Эй Намджун","772"
"Моя удача в играх по жизни: ЮНГИ!!! 😂😂😂","943"
"""Это как старый компьютер","758"
"Взгляд Тэхёна это отдельное вид искусства🤤","821"
"""Чонгук явно хочет отомстить за тот случай","955"
"""Кто-то: подожди ты всё зделал? Чонгук: я ухожу","808"
"""боже","822"
"""Оооо","491"
"""Аххаах ору 😂😂😂 """"напоминаем","83"
"""Джин:  устал как собака","770"
"""Хоби:Я счастливчик😁 оо 7!! Я: эффектно","925"
"""Все","546"
"""Вухахахахах на 12:14 ","500"
"""Их позы","78"
"""Ахкзахкх","317"
"Чонгук может всё","478"
"""чонгуки такой милашка здесь ","182"
"""Стафф Биг-Хит нужно бороться","780"
"""о боже","371"
"""Ты лучший","766"
"""Я так хочу","451"
"Болдею от прически Тэ (ฅ´ω`ฅ)","966"
"""Так сложно сдерживать смех","979"
"Ран бтс это как смысл жизни ❤️","775"
"""Бозе","294"
"""Я думала Чонгук поедет домой","316"
"""Мне кажется","72"
"Хосок и Тэ 😿","584"
"""Как я люблю когда они играют","990"
"""Божечки","556"
"3:45 ну это же Намджун 😂😂😂😂","627"
"""Аххахаха ","641"
"Чонгук быстро👍🏻","87"
"""1:47 Кокетка","626"
"Кайл спасибо большое за озвучку❤","749"
"24:29 просто отвал бошки Чон","991"
"Спасибо за озвучку ❤🥰😘💜💜","368"
"""Честно говоря","815"
"Вааааа спасибо большое😁💜💜💜","734"
"Сегодня Чонгука повезло😁","65"
"""То как Чимин нагло соврал Хоби😂 а он","438"
"Эй Хоба 🥺","531"
"""Чонгук модет ВСЁ","915"
"Что за счастье 😻❤️","840"
"""Кажись","944"
"Love you guys! Thanks for the reaction! 💛💛","904"
"They aren't twins😂","540"
"""Actually","140"
"""They are not twins ","551"
"Wow this is amazing😆😆😆","890"
"""They are not twins ","287"
"His talent is crazy🥴","424"
"Die heart fan of one direction","308"
"*Lot's of love from India💜*","650"
"Please react on barish song from half girlfriend","796"
